text,label
RT @USER: المعيووووووووووووووووووووف يا اسطورتي في الحراسة بعد محمد الدعيع يا بعد عمري يا عبدالله يا نقي القلب .. <LF>الحمدلله الحمدلله...,NOT
مافي عندي وسطية يا أندفع بكل مافيني يا أصير جدار مايحس. حتى الجدار ممكن تطلع منه ردود فعل وأنا اعوذبالله,NOT
غابت شمس الحق وصار الفجر غروب <LF>وصدر الشرق انشق .. تسكرت الدروب <LF>نرفض نحنا نموت قولولن رح نبقى <LF>ارضك والبيوت والشعب الي عم يشقى <LF>هو النا يا جنوب يا حبيبي يا جنوب <LF>كلن يا جنوب باعوك الكلام <LF>والعدل مصلوب عم... URL,NOT
يا مكثثثر غيابك و يا قل صببببري .,NOT
انا نصراوي وتعرفون ايش ابغا وما أوصيكم يا عشق الطفوله يا احلا سكري <LF>عاد انا ما اشتري الا سكري القصيم<LF>@USER,NOT
انا حبّيت و اتحبّيت و داريت .. و اتمنّيت حبي يعيش <LF>و مخبّي لروحي كلام في روحي .. و روحي ماتخبّيش <LF>و كلامي شجَر عطشان للفن عطش الجناحين للريش <LF>فينك يا عبد الحي .. يا سلامه .. يا شيخ سيد درويش؟ <LF>حبيت و انا حبي كلامه... URL,NOT
تمأمأ تصوت تهوهو تصوصو<LF>التعديلات الدستوريه اراده مصريين شرفاء وطنيين مش شويه خونه هاربين من العداله وبيطلعوا من قناه مشبوهه للمخابرات التركيه ويطلع فيها عملاء خونه يرددوا كلام اسيادهم <LF>دي مصر يا 🐏🐏🐏🐏 <LF>مأمأ بعيد يا اسطي,OFF
يا بيبو يا حبيب الاهلاوويه .❤️.. كلمة بنحبك دى شويه ...❤️.. كمل يا خطيب وهتلاقى .. كل الجماهير الوفيه ❤️... انته يا حبيبنا فى قلوبنا ..حبينا نتوب عن حبك .. لقينا حبك بيدوبنا ❤️.... ( .. اهلاووى ✍️ URL,NOT
@USER يا احمد الجارلله قلنا لك يا تشرب يا تغرد ، اثنين مع بعض ما يصير ... يا حمار !!!!,OFF
@USER يا الله .. يا كريم. 🤲,NOT
الناس يا بتذاكر يا بائسه وأنا شريحة فودافون حقيره هتخليني أنضف الساعه ٥ الفجر وحاسه إن شكلي أهبل أوي 😂💔,NOT
حبيبي يا عم احمد يا جميل URL,NOT
RT @USER: @USER الف الف مبروك و منها للأعلى و تستاهل كل خير يا بو شاهر ( يا سحاب الظفير ) و الله يوفق شاهر و يجعله في أعلى...,NOT
يا أصدق من عيوني اذا هالكون بعيوني كذب<LF>يامبتداي يا منتهايّ يا أخري يا أولي❤️.,NOT
@USER يا عنيف يا رايق 😂😂😂كيف زبطت,NOT
بص عالحلاوة يا عصام بص يا متر<LF>URL,NOT
هالخبيث الفاسق المارق المائل المميل اليهودي الغادر شبك الدنماركيين مع المسلمين بفعله المشين .. اللهم يا عزيز يا قوي يا جبار ان تبليه بما اقترفت يديه بلوى لا يكون فيها حي ولا ميت .. ولا يكون شفاءه الا بآيات الذكر الحكيم وما يحصلها <LF>#الدنمارك,OFF
كبير يا عميد كبير يا مونديالي ما اتخيل الدوري السعودي بدون الهلال والاتحاد وهاردلك للنصر #الاتحاد_النصر,NOT
RT @USER: يا ستنا الكوثر فاطِمَةَ الزَّهراءِ يا بِنتَ سيدنا مُحَمَّدٍصلى الله عليه وسلم يا قُرَّةَ عَينِ الرَّسولِ يا سَيِّدَتَن...,NOT
يا حلوين يا جميلين يا كيكات سوا لي سالفه,NOT
يا حلو شعور الإجازة يا ناس😩,NOT
يا تري يا حبيبي يا تري 💖,NOT
@USER @USER انت يا تافه يا ابن الستين كحبة,OFF
أشتقت لوجه لا أعلم ماذا فعل به التراب والله ما مسّ قلبي ضيق كضيقي حين رحلت يا أبي رحمك الله يا من أوجعني رحيلك,NOT
الجميع اتفقوا واجمعوا وخططوا ورتبوا على تفكيكه وهدمة وانهاكه وارهاقه وافشاله.. بل وتدميره وتحطيمه وسحقه وابادته..<LF>لك الله يا بطل.. لك الله يا هلال لكن مانقول الله يدمر من دمر الهلال وان يشل اطرافة ويجعل تدميرة في تدبيرة<LF>السنة هذي خططوا على أبعاد الهلال عن البطولات,NOT
@USER منورين يا شيخ العتيبة يا شيوخ يا شيوخ العتيبة,NOT
@USER وانت طيب يبن لجنتي يا دحيح يا اللي بتضحك عليا 😃😂😂😍,NOT
RT @USER: يبحثون عن شرفهم وشرفها في غشاء بكارة بعد أن يذلونها أشد إذلال بهذة الولادة المستعسرة من فرج الإسمنت ، يا الله يا كمية الرعب وال...,OFF
الله لايوفقك يا الشهراني<LF>الله لايوفقك يا الشهراني<LF>الله لايوفقك يا الشهراني<LF>الله لايوفقك يا الشهراني<LF>الله لايوفقك يا الشهراني<LF>الله لايوفقك يا الشهراني<LF> #النهايي_الهلال_النجم_الساحلي,OFF
@USER يا مسهل الدوري يا بيرامدز بيراميدزاوي وأفتخر,NOT
RT @USER: استغفر الله ليش كاتبين بلينكس يا رب سامحني يا ربي 😂😂😂😂😂😂😂😂 اسمهم بلينكيز يا مال الفقر بلينكس هذا شي عيب 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂...,NOT
يا مؤنسي في وحدتي يا منقذي في شدتي يا سامعا لندائي فإذا دجي ليلي وطال ظلامه ناديت يارب فكنت انت ضيائي 💞,NOT
@USER @USER يا ويل امها يا البزير مسوي فحل اقول رح ارقد وراك اختبارات سيييييييييييي,OFF
يا #صباح_الخير يا طلة الصبح السعيد❤️,NOT
RT @USER: العشق كله والله العظيم ربنا يخليك يا ابو قلب ابيض يا نضيف يا احلي اخ والله URL,NOT
RT @USER: ( مبروك ) يا عز الخـوي يا بو يـزيد<LF>تستاهل الرتبه ... و تقدير و شــكر<LF>ان قلت يا (دكتور) والا يا ( عقيد )<LF>(هنا فخر ) (هنا فخر...,NOT
#ماهو_مفهومك_للحب<LF>الحب فرصة. يا سعيدة يا تعيسة.<LF>لذلك حب شى ما يخذلك أبدا..<LF>مثل المال، الأكل، النوم.,NOT
يا اليل يا جامع على الود قلبين<LF>لك عادةٍ تجمع كل قلوب الولايف<LF>يا اليل ما ترحم قلوب المحبين<LF>قلبين ضمتها الضلوع النحايف<LF>يا اليل انا لي عن هوى البال شهرين<LF>ليتك تقرب لي حسين الوصايف<LF>يا ليل في قلبي من الشوق جرحين<LF>و دوا جروحي بين هاك الشفايف<LF>يا اليل محلى نظرةَ العين بالعين,NOT
@USER @USER @USER يا لطيف.. يا ساتر ..أحمدوا ربكم إنها مستقعدة🌚كيف لو إنها واقفه👌,OFF
"RT @USER: #الديوانيه<LF>""سلمان يالقدر الرفيع.. سلام يا وجه السعد<LF> سلمان يا سور المنيع.. سلام يا عز البلد""<LF>#كأس_خادم_الحرمين_الشريفين<LF>#...",NOT
RT @USER: ربيعَ القلب قربكَ يا آلهي<LF>نلوذُ ونستجيرك في حماكَ <LF>فسخر يا ودود و يا قريبٌ <LF>دروبًا في ظلالِك في رضاكَ .<LF>🕊💜,NOT
RT @USER: انا يا ماحد يدري عني يا 5 يحبوني نفس الوقت,NOT
@USER يا رب و يا رب URL,NOT
يا احبابنا يا اصحابنا وشبلاكم<LF>كل يوم طايح لي من العين واحد !,NOT
الجسم في بلد والروح في بلد يا وحشة الروح بل يا غربة الجسد,NOT
@USER تعيشين و تسلمين .. يا شمس و يا شمس .. لا لا لا تغيبي ☺️🌹,NOT
حبيبي يا أبا القاسم يا رسول الله<LF>اللهم صل ع محمد وال محمد URL,NOT
RT @USER: صباح العشاق 💔<LF>وينك؟ كرهت هذا العمر بعدك كرهت درب ما يجيلك كرهت عالم ما تحكمه عيونك وينك؟ يا فرح يومي وأمسي يا دفى نبضي...,NOT
آه يا الهلال يا كثر همومك URL,NOT
@USER اللهم امين يارب العالمين فرجا يدهش اهل الارض والسماء يا مفرج الكروب يا علام الغيوب,NOT
يا غايتي يا أحلامي الورديه 💗,NOT
بغزل قحطاني :<LF>ان كان تنشديني عن شعوري تجاهش<LF>انا يا احبش موت يا موت احبش🖤.,NOT
انتوا بتعرفوا منين اننا مبنتكلمش يا بنات يا قمرات يا خنازير,OFF
@USER كل زق يا طفايه يا سلتوح يا كلب <LF>سييرا عمك يا واطي,OFF
@USER @USER يا ميما يا حبيبتي الاطفال دايم نعطيهم على جوهم 😂💛💛,NOT
يا خطوة تملي محسوبة يا سهله وكلها صعوبة ده مهما كسبتي مغلوبة واللي جاي عدى وفات,NOT
يا اميرتي يا رأس قصيدتي يا حور اللغات .,NOT
دعاء8♥<LF>سُبْحانَكَ يا ضآرُّ تَعالَيْتَ يا نافِعُ أَجِرْنا مِنَ النّارِ يا مُجيرُ، سُبْحانَكَ يا مُجيبُ تَعالَيْتَ يا حَسيبُ أَجِرْنا مِنَ النّارِ يا مُجيرُ، سُبْحانَكَ يا عادِلُ تَعالَيْتَ يا فاصِلُ أَجِرْنا مِنَ النّارِ يا مُجيرُ,NOT
RT @USER: يا جاحد المعروف يا ناسي الطيب<LF> لا بد دورات الليالي تجيبك<LF>و ان علمك وشلون فيك العذاريب<LF> يبين عذرو...,OFF
محد :<LF>عامل الكهرب : ركيب لد يا مدير ركيب لد يا مدير ركيب لد يا مدير ركيب لد يا مدير,NOT
"يا كوايتة يا مغفلين!!! اطردوا الكلب هذا، داوموا مبجّر و اللي يشوفه يصوّر ورقة يسأله شنو قاعد يسوي؟و يهاوشه و يطرده بسرعة،اللي كاتب هالكلام يقول ""ما يقدر عليه إلاّ الله""؟! إلاّ من رداكم!قولوا له ""اذا شفتك تحوس بين مكاتبنا مرّة ثانية رح أكسر رجلك"" يا كويتيين يا مغفلين 😡 URL",OFF
يا صيف يا صيف دهب يا صيف — يلااا بينااا عل اممااااا URL,NOT
صبَاح الخير يا مالي عُمري رضا يا شبيه الورد يا مَعنى الحياة🕊💛.,NOT
@USER الف سلامه عليك والله يا رايق يا ريت اقطع شراييني شراييني انا,NOT
رب فرِّج بلُطفِكَ كَربِي واحمِنِي كَرَماً <LF>وارفَع بفَضلِكَ مِقدَاري وَأَقْوِالي<LF>وَاكشِفْ هُمُوماً دَهَتني ما لَها أحَدٌ <LF>سِواكَ يا خَالقِي يا عَالمَ الحَالِ<LF>يسِّرْ أمُوري وكُنْ عَوني عَلَى زَمَني <LF>واحلُل عِقَالي وسَهِّلْ كُلَّ آمَـالي,NOT
يا رب الهمني الصبر يا رب اجبر على قلبي و ساعدني 💔💔💔💔,NOT
ما افهم لما ترسل سنابه برايفت وتحطها ستوري خلاص يا برايفت يا ستوري ليش المغثه,NOT
يا موج قلبي و يا جزره ومدّه <LF>كل المشاعر مالها غير مرساك🖤. URL,NOT
يارب يا تصبرني يا تاخدهم بدل ما اروح فيهم ف نصيبه 🙇🙇🔥,NOT
بدري يا خرى يا إيطالي والله يلعن ايطاليا ولاعبينها و مدربينها,OFF
@USER لا اله الا الله يا رب رحمتك ولطفك يا رب,NOT
RT @USER: صباح الخير والعافية والبركة<LF> اللهم أفرش لنا دربا من نورا<LF> ووجهنا دائما مسرور<LF> وأملأ قلوبنا بذكرك يا غفور<LF>وتقبل دعائنا يا شك...,NOT
@USER يا رب <LF>تسلم يا ابو السيد يا محترم <LF>👏👍💪❤❤❤❤,NOT
RT @USER: طارق حامدالكلام ليك يا عبدالله السعيد يعدي يا الكورة تعدي الأتنين مع بعض لأ💪<LF>🤚,NOT
@USER اعقب انت يا حشره يا طبااال رح بس تسلف علشان تمشي أمور حياتك البائسه لابيت ولا وظيفه و ساكن عند أهلك يا طبال الفقر و الضرايب,OFF
لا تكتبون لي معرب يا انقليزي يا عربي معرب لا معرب لا معرب لا لا لا لا.,NOT
@USER مفيش فلوس يا حلاوه مفيش فلوس يا حلولي قلبي معاك,NOT
RT @USER: اللهم يا دافع البلاء و يا مجيب الدعاء، يا من بيده الشفاء فرج همومنا و ادفع عنّا كل سوء و اشفنا و عافنا يا سميع الدعاء💚,NOT
"دول عايروني و قلولي يا اسمر لون يا للي, صحيح انا اسمر وكل البيض يحبوني يا للي. 💓💓",NOT
يا سلام عليك .. يا سلام ..<LF>وبرهان لن يكون ترياق هذا الواقع المأزوم، لأنه ببساطة هو جزء من الأزمة .. سقف مطالب الثوار في إرتفاع مطرد، ومن حقهم الإستفادة من مكتسباتهم التي تعطيهم الحق في تصعيد مطالبهم .. والحل في حكم مدني قوامه الشباب<LF>#اعتصام_القيادة_العامة URL,NOT
@USER يا عايش بعيوني يا أغلى من عيوني بمشي دربك يا حبيبي ولو كلن ردوني من دونك ما فيي أحلم بالحنية ما تجرب تنسى وحياتك صوتي بالغنية 🎵💛💙❤😍الله يحميلنا إياكي والله يحميلنا هالصوت الصوت يللي كله حنية وسعاده 🙏🏻💙❤💙❤😍😘,NOT
@USER @USER صباح الخير.....اهم شي رضا الغاليه....اهم شي سعادة صاحبة السعاده....اهم شي قلبك النقي الوفي المحب للخير لكل الناس يا عطا ماله حدود يا كرم يا جود يا شمس شارقه يا حظنا<LF>اسال الله ان يعطيك كل خير ويصرف عنك<LF>كل شر ...وربي يكفيك شر من ف,NOT
حاضر يا سلمي، حاضر يا سلمي، حاضر يا سلمي، حاضر يا سلمي، حاضر يا سلمي، حاضر يا سلمي، حاضر يا سلمي، حاضر يا سلمي، حاضر يا سلمي، حاضر يا سلمي، حاضر يا سلمي، حاضر يا سلمي، ... URL,NOT
@USER والله يا بيك يا ريت بتهتم بتاريخ وتراث الجبل عنا عقد ما بتهمك بيروت عنا كتير قصور ومباني اثريه بيقدر اي شخص فينا يضرب ضربي من غير ما تتفركش او بدو يكون ميولو صافي للمختاره تا يمشي ويشتغل <LF>#شوف_شوفنا,NOT
RT @USER: يا سيّدي يا مفزعي يا ملجئي<LF>ارحم عبيدا ما لهم من وال<LF>ذلّ الهدى عزّ الضلال فهب لنا<LF>عزّ الهدى وامنن بذلّ ضلال<LF>#MahdiSonOfHussa...,NOT
إذا الشمس غرقت في بحر الغمام ومدت على الدنيا موجة ظلام ومات البصر ف العيون والبصاير وغاب الطريق ف الخطوط والدواير يا ساير يا داير يا أبو المفهومية مفيش لك دليل غير عيون الكلام,NOT
حزين ايو والله أن قلبي حزين وخاطري مكسور<LF>لو أضحك وأتظاهر بالسعادة يا بحر جده <LF>وأنا يا بحر يوم أصد وأخفي دمعتي معذور <LF>لك الله يا بحر صديت والصدة هي الصدة,NOT
يا جماله يا جماله بشماله حطهاله URL,NOT
RT @USER: فداك روحي يا حبيبي يا رسول الله محمدصلى الله عليه وسلم☄🍀🌸🍃💮<LF>اللهم صِل وسلم وبارك على نبينا محمدصلى الله عليه وسلم<LF>اللهم صِل وسلم وبارك على نبينا محمدصلى الله عليه وسلم<LF>ا...,NOT
@USER خلاص يا علامه يا رئيس لجنه الحكام مكنتش اعرف ان لازم الكتف يكون سابق مع الايد وقلت وبعدها فعلا انا غلطت فالحوار دا بس نسيت امسح التويت دي الواحد بيفهم أحسن من اَي حد بيفهم بس عادي يعني اما يغلط فحاجه زي دي,OFF
RT @USER: الله يطول بعمرهم تيضلوا جالطينك وقاطعة الكزاناكس من السوق <LF>آمين يا رب يا أرحم الراحمين 🤣 URL,NOT
@USER كله من فيرجسون .. عودكوا ان الكورة يا مكسب يا مكسب بردو .. يلا ان شاء الله ينصلح حالكو,NOT
RT @USER: اللهم يا قريب يامجيب ياسميع يا وهاب يا كريم هبني أمنياتي✨,NOT
الجو روعه و الهوى ممتلى شوق<LF>و غيم السماء عالي و صورتك فيها<LF>لا يا بعد حالي و يا منبع الذوق<LF>انت بعيوني غير يا محتويها 💖,NOT
RT @USER: حبيبي يا تريكة يا غالي <LF>😘😘 URL,NOT
- رحت عند الدكتورة عَ أساس أعرف درجاتي في المقالات اللي حشرتهم ف الاختبار .<LF>- قالت لي: هُناك جهد يُذكر فَيُشكر. <LF>- يا رب بس يا رب لأني بصراحة محتاجة أشوف درجات حلوة. URL,NOT
@USER يا استاذ خالد يا ريت حضرتك تقول ان انا حاحارب النظام لوحدى معا التيار المدنى بس وحنسقطو وقول للاخوان وإلى بيحبوهم والسلفيه وإلى بيحبوهم ميشركوش حضرتك فى ثورتك والف مبروك للسيسى الخنزير ربنا ميحرمك من العبط,OFF
RT @USER: @USER عظيمه يامصر يا ارض النعم يا مهد الحضاره يا أرض الكرم,NOT
@USER ارفع رأسك يا بطططططل يا اسطوره .. يا كبيرهم يا حمدالله انت افضل مهاجم عربي بلا منازع وعشان كذا الهتافات ضدك، ارفع راسك يا بطل نحن معك يا اجمل من لبس ٩ ❤️❤️❤️❤️,NOT
لفي فينا يا دنيا <LF>لفي فينا يا دنيا <LF>لفي فينا يا دنيا <LF>لفي فينا يا دنيا <LF>ولفي فينا يا دنيا URL,NOT
يا حظي الحلو يا جبر القلب💤💙💙!. URL,NOT
@USER يا نجمتي يا حبيبه قلبي 😭💙💙💙💙):,NOT
@USER يا عم خلاص يا عم 😂💔,NOT
RT @USER: اللهم يامسبب الاسباب اللهم يا مفتح الأبواب اللهم يا سامع الأصوات يا مجيب الدعوات يا قاضي الحاجات إقضي حاجتي واغنني بفضلك...,NOT
يا الصداع يموت يا انا اموت لكن مانعيش سواا,NOT
RT @USER: يا لاعقي الاحذية يا اذناب الصهيونية يا خدام ترامب ونتنياهو ان حذاء مقاوم اطهر من اطهركم<LF>#المملكة_الصهيونية<LF>#الا_لعنة_ا...,OFF
@USER قولة امي يا شايف الزول يا خايب الرجا,OFF
RT @USER: @USER لا دي كانت ماليه عليا حياتي و دنيتي 😰😰😰😰 يا بابجي يا غاليه مفتقداكي بس ايه دا طمنتني مش لوحدي النت عمدما...,NOT
اللهم يا الله يا حي ويا قيوم يا ذا الجلال والإكرام يا ربنا. الطف. بالمسلمين وقد أزفت الآزفة وكثر الخبث اللهم ردنا لفضلك من أيسر سبيل يا رب .... .,NOT
RT @USER: 45 دقيقة يا حياة يا موت <LF>قاتلوا من أجل ناديكم وجماهيركم💛💙<LF>٤٥ دقيقه امام لاعبين النصر 💛💙<LF>من سجل فيكم هدفين انتم قادرون على...,NOT
RT @USER: موسم صفري يليق بعمل ادارتك في الشتوية لعنة الله عليك وعلى من جابك تترأس الاهلي يا رمه يا بكايه يا فاشل @USER,OFF
يارب فرجك...<LF> يا ودود، يا ودود، يا ودود، <LF>يا ذا العرشِ المجيد،<LF>يا مُبدئ يا معيد،<LF>يا فعال لما يريد،<LF>أسألك بنور وجهك الذي ملأ أركان عرشك، وأسألك بقدرتك التي قدرت بها على جميع خلقك،<LF>وأسألك برحمتك التي وسعت كل شيء، <LF>لا إله إلا أنت،<LF>يا مُغيث أغثني برحمتك,NOT
يا حلاوتها يا جمالها 💫🧡💎 URL,NOT
@USER ازاي يا حيوان يا عديم الوطنية يا صهيوني تشجع برشلونة انت اتهبلت ولا ايه ؟!,OFF
@USER يا حبيبتشي يا مصر ..بهدلوكي ولاد الكلب 😂,OFF
@USER انا يا بحب يا بشتغل<LF>فرح برضو,NOT
#النصر_الزوراء. للي يضيع يا قبل يا نصر. وش ذَا الضياع في الفرص شي مو طبيعي والله حرام اقل معدل كانت ٣,NOT
@USER @USER كسمك يا ابن العرص يا اللي امك زانيه اهلي ميين اللي مستواه كده واهلي ميين اللي الخكام بتسانده يا ابن المره الفاجره,OFF
انا ماعندي حل ب الدرجات يا A+ يا D !! URL,NOT
RT @USER: @USER الله يحفظك من كل مكروه يا صاحب القلب الابيض يا اخوي احمد,NOT
RT @USER: عمر السعيد هدف واسيست بيقول لجروس <LF>I am the best<LF>عمر يا عمر بنحبك يا عمر <LF>#عمر_السعيد URL,NOT
يا تتعامل معايا كويس جداً يا متتعملش ، يا تقولي كلام مبيتقلش لغيري يا متقولش ، يا تحبني اوي يا متحبنيش ، الحلول الوسط دي مبحبهاش !,NOT
@USER @USER أنا سعيد يا صديقتي طول ما نوسة ام لؤي بألف خير الفلوس تروح و تجي لكن الناس الجميلة مستحيل هي الي مستحيل تتعوض يا صديقتي الصدوقة يا نوسة 🌹🌹,NOT
يا اهلا وسهلا يا تلتميت اهلا وسهلا 😂😂 URL,NOT
@USER الف سلامه عليك يا عملى يا احرف دفندر فى الدنيا 😍🇦🇹😍🇦🇹 قلبى الزمالك النابض,NOT
RT @USER: وأنت وأنا، يا حبيبي أنا، يا حياتي أنا ~,NOT
RT @USER: يا مواطنيين يا مجلس الوزراء يا مجلس الأمة يا تجار الكويت يا أيها الشرفاء<LF>أسامي القبيضة انعرفت وانفضحت<LF>أسامي تجار الإقام...,NOT
RT @USER: اللهم يا حي يا قيوم، يا من دبّر ليوسف أمره ، دبر لي أمري و أصلح لي حالي و أمري كله ، اللهم اقض حاجتي و فك كربتي و آنس وحد...,NOT
@USER يا زمن جاسي يا زمن جاسي روفبي 💔🚶‍♂️,NOT
انت نور الله فجراً<LF> جئت بعد العسر يسراً<LF> ربنا أعلاك قدراً<LF>يا إمام الانبياء<LF>أنت في الوجدان حيٌ<LF> أنت للعينين ضيٌ<LF> أنت عند الحوض ريٌ<LF> أنت هاد وصفيٌ<LF> يا حبيبي يا محمد<LF> يا نبي سلام عليك<LF> يارسول سلام عليك<LF> يا حبيب سلام عليك<LF> صلوات الله عليك,NOT
RT @USER: يا فرحتي يا ضحكتي يا هديتي من ربنا 🙈♥️ URL,NOT
RT @USER: هو ازاي بارد كدا — البارد مش بيحب، اللي بيحب بيبقى قلبه قايد نار دايماً يا من العشق يا الإشتياق يا الغيرة.. انما البارد...,NOT
ياويلي يا نظراتك<LF>يا بسماتك يا همّساتك<LF>شقد حُلوه يا لمساتك,NOT
اه يا حلم اه يا حلم اه يا حلم<LF>حبيتك ياحلم حبيتك تجي ولو حلم يامحلا الحلم #Dream_MBC,NOT
مره بكلمهم وكل شويه يا فندم يا فندم قمت مره واحده معليه صوتي متقوليش يا فندم الراجل يا عيني اتخض مبقاش عارف ينطق 😂😂😂💔 URL,NOT
الأصول ما بتتعلمها .. يا بتتربى عليها يا بتفضل طول عمرك تسمع عنها .,NOT
RT @USER: يا رب انت السند والصاحب<LF>يا رب يا سندي يا ملاذي يا قوتي<LF>يا رب يا ظهري.. خفف عني وارحمنى<LF>يا رب وفقني الي ما تحب وترضي<LF>يا رب اعف...,NOT
RT @USER: يا نادر الاوصاف يا عذب اللمى<LF>ياللي ضلوعي من بعادك تنحني<LF>ارحم بصيرن شاف زينك و انعمى<LF>ولا عاد يشوف من البني غيرك بني<LF>ركبان ش...,NOT
RT @USER: انا بتطلعلي صاحبتي في وسط ده كله وتقولي لأ متسبنيش وتقعدي تتفرجي لوحدك يا نتكلم يا اقفل الشباك 😂😂💔 URL,NOT
RT @USER: ااااااااااااااه<LF>يا سلااااام<LF>والله ما فهمت موضوع اعمل الصح دي غير لما شفت الاعلان<LF>يا سلام يا ولاد<LF>بقى اعمل الصح<LF>يعني تعمل علامة...,NOT
يا عمري يا الاتحاد يا قلبي يا العميد 🖤💛<LF>#الاتحاد_النصر,NOT
يا تكون فارق يا تفارق . ✋,NOT
يا بشر يا عالم يا عشاق الدايره المستديره هذا اسم الزعيم الهلالي.. اخذ الاهلي رايح جاي دوري وعرب.. زعيم والله زعيم..,NOT
#تسقط_بس يا سيسي يا بشير يا بن سلمان يا بن زايد يا كل حاكم فاجر ابن وسخة مستبد بياكل خير شعبه ✌👊<LF>#لم_تسقط_بعد ✌👊,OFF
@USER @USER التهريج مش بكلام هشام التهريج بكلامك الاستزلامي و الانبطاحي و السوقية بتوجيهك الكلام الو. عادي الاستزلاميين هيدي لغتن مش انو شي جديد الزلمي بكلامو ما كان في اهانات و تجريح بعكس انتي يلي مفروض يا متعلمة يا بتوعت المدارس. عموما يعط,NOT
يا عظمتك يا اخي 😍<LF>الفنان حبيب اخوه ❤❤ URL,NOT
RT @USER: صباح الزفت عليكم @USER يا شركة مهزقة يا عرة قطاع الاتصالات منذ جراهام بل,OFF
RT @USER: يا من تقول لكلّ شيء كن فيكون يا رحيم يا<LF>غفور يا ذو العرش المتين يارب اني اسألك<LF>بوجهك الكريم ان ترزقني الجنة بلا حساب و<LF>لا سابق...,NOT
@USER سعادة في الدنيا والآخره يا عظيم يا نبيل يا صاحب الابتسامة الجميلة ... <LF>بارك الله فيك 🇸🇦💚🤲🏻,NOT
يا بسمه أيامي يا مبدع الهامي 💙,NOT
@USER صلاة وسلاماً عليك يا سيدي وحبيبي يا رسول الله,NOT
@USER يا ودي إمهأ 💔☹، ع خبر قالوا خلاص بننهوها يا احني يا هوا ، مره هدي حرب بقاء😣,NOT
فهد المولد يلجم الكرة الارضية يا روحي انت يا شيخ احبك 😭😭😭😭,NOT
@USER @USER طيب انا عندى ٣ اخوات صبيان خدى واحد منهم وادينى أخت من عندك عشان يتقالك يا عمتو وانا يتقالي يا خالتو 🙏🏻😍,NOT
يا مسا الأشواق يا روحي ❤️✋🏽 URL,NOT
@USER @USER @USER خلينآ نجيبها حبة حبة يا كلب يا مطي يا خانع ؛ كيف تاخذ الفلوس من اجل حمايتنا وحماية الشعب ؛ السعودية ثآني اقوى جيش عربي وثالث اقوى جيش في العالم الأسلامي واقوى سلاح جوي في العالم العربي والأسلامي والشرق الاوسط وشمال أ,OFF
سلام يا احباب قلبي يا أهيل الربى💛.,NOT
يا رب يا مجيب الدعوات أستجب يا رب أستجب URL,NOT
@USER @USER ابوك وأبو ابوك يا رمة لو افترضنا جدلا اني اغسل سيارات مو حرام ولا عيب رغم اني من قبيلة عريقة يا خضيري يا معفن يا نتن ياجزمة يا واطي يا منحل يا رمة يا قمامة يا ملعون يا حشرة يا قاذورة يا ذبابة يا ستلوح يالي تأكل تبن أزيد والا يكفي,OFF
يا عيني يا عيني يا كابيتانو قاعد تلعب لحالك بالدفاع,NOT
يا دنيا يا غرابه يا دنيا يا غرابه,NOT
@USER يا ريت والنبي يا رب 😔😔,NOT
يا سيدة قلبي يا كالمة الوصوف <LF>يا نجمة الليل انتي هي غايتي 💙,NOT
RT @USER: عمان<LF>جيتك انا مشقي و مشتاق<LF>روفي بحالي يا عمان مقساكي<LF>يا عيشتي سم و عمان ترياق<LF>عمان لولا المهدي حنا هجرنا<LF>@USER,NOT
RT @USER: يا مذهله يا فاتنه يا معجزه هذا الزمن !.,NOT
الله ياخذك الله ياخذك الله ياخذك يا ابن الكلب يا ملعون الوالدين يا كلب يا درباوي خىيث يلعن امك اطلع برااا ما نبيك كى امك يا خىيث @USER,OFF
طب أقولك يا واحشني ولا أقول يا معيشني💙,NOT
@USER @USER رد يا عديم الكرامة يا جبان URL,OFF
@USER ههههههههههههههه حرام ما مرتزقه عياال مرتزقه الا انتم يا سرق يا نهابين البيت يا كم من دانق,OFF
يا صبرك يا كبدي يا صبرك,NOT
RT @USER: اللهم فرج عنا وعن كل مكروب وأقضي ديننا وكل مديون يا رب السموات والأرض يا حي يا قيوم أمين أمين 👆🏼👆🏼👆🏼🇰🇼 #اسقاط_القروض_ل...,NOT
الانسان عاوز يا امه يا ابوه ويفضل يعيط بس ف حضنهم ومحدش يقوله فيهم مالك عشان مالك دي بتزود وجع القولون أضعاف أضعاف الوجع، عشان احنا لو نعرف مالنا كُنا سهلنا ع نفسنا وجاوبنا ع كل الاسئله دي!,NOT
يا رب تموت يا دي تشيليو,NOT
"RT @USER: ""عائشين البرا و مدايرين روحهم حاسّين بينا"" يا بلهاء يا جهلة يا حمقى مش عندنا عائلاتنا و ناسنا غادي ما نخافوش عليهم مثلا...",NOT
@USER يا مطرود الظاهر انك ناسي، منه العميد يا الضعيف يا مطرود ويا موقووف اذا سمحت لك هيئة الرياضة ذاك الوقت نرد عليك رسمي بس ذلحين يالفاغر ما عندك الا تويتر يالضعيف تتنفس فيه يا الرخمه يا رمه وش تاريخ الفقر عطني يالله ترشيح وواسطه يا الضعيف بس اخر زمن,OFF
@USER وينك هالمباراة اثبت للجميع انك منبطح و عاهر قدامي يلا القم يا وضيع يا مسكين نام وذاكر من الحين لا اشوفك بتويتر يا مُهان,OFF
